0.000000000000000000e+00 2.248425272026905201e-04 5.999109947271733523e-01 3.990145337042280138e-01 8.496290413960646019e-04
1.000000000000000000e+00 4.422006065914979021e-06 4.632420025993906620e-03 9.941246016273688202e-01 1.238556340571470146e-03
2.000000000000000000e+00 9.856315527831731593e-01 1.435295570124495677e-02 3.564235910136130197e-06 1.192727967154727284e-05
3.000000000000000000e+00 9.990181330022301909e-01 9.701482689327944322e-04 1.184743807848997692e-06 1.053398502908280348e-05
4.000000000000000000e+00 9.661111619356386182e-01 3.354009275113411376e-02 2.106562056450832752e-04 1.380891075820888389e-04
5.000000000000000000e+00 6.556665420022689738e-05 7.533528941037033293e-03 9.904459601948290004e-01 1.954944209933516877e-03
6.000000000000000000e+00 5.528266893914770760e-03 2.455699645101171863e-02 9.680762236538433818e-01 1.838513001230036858e-03
7.000000000000000000e+00 9.966152548468210082e-01 3.309496933286513922e-03 5.462150120791823139e-05 2.062671868439299176e-05
8.000000000000000000e+00 1.872776333772461013e-02 9.805909020689047573e-01 3.659790212272066249e-04 3.153555721435399211e-04
9.000000000000000000e+00 8.070519167607982380e-01 1.901163438488585045e-01 2.782470433115865650e-03 4.926895722741723440e-05
1.000000000000000000e+01 1.625760746081726530e-03 9.198148653031420485e-01 7.676206966751214500e-02 1.797304283263921002e-03
1.100000000000000000e+01 4.978525924008386089e-02 7.651242613216662214e-01 1.847098377336558739e-01 3.806417045940585302e-04
1.200000000000000000e+01 9.980047228861179676e-01 1.981133940339945606e-03 6.765751692124440338e-06 7.377421850066674346e-06
1.300000000000000000e+01 9.763680673500821916e-01 2.325420798431980518e-02 2.882478055620632358e-05 3.488998850418006514e-04
1.400000000000000000e+01 9.980047228861179676e-01 1.981133940339945606e-03 6.765751692124440338e-06 7.377421850066674346e-06
1.500000000000000000e+01 9.956197082867360715e-01 4.355810171192696194e-03 8.647933646468778637e-06 1.583360842471668090e-05
1.600000000000000000e+01 4.120003028274227264e-02 9.355067238153339515e-01 2.296935162270208330e-02 3.238942792216256651e-04
1.700000000000000000e+01 4.120003028274227264e-02 9.355067238153339515e-01 2.296935162270208330e-02 3.238942792216256651e-04
1.800000000000000000e+01 9.996916375539852684e-01 2.916617750556653975e-04 2.847633910664884479e-06 1.385303704822648719e-05
1.900000000000000000e+01 9.996916375539852684e-01 2.916617750556653975e-04 2.847633910664884479e-06 1.385303704822648719e-05
2.000000000000000000e+01 3.549725255144172358e-05 4.458532338118516769e-04 9.983151028874425181e-01 1.203546626194035643e-03
2.100000000000000000e+01 9.845494184469890664e-01 1.536964521066097079e-02 1.168278968615487091e-05 6.925355266383155127e-05
2.200000000000000000e+01 1.402581186563890692e-01 8.588655885262359568e-01 8.096527882944566266e-04 6.664002908035959283e-05
2.300000000000000000e+01 9.078249493846467510e-01 9.081088706357506868e-02 9.996590767621560576e-04 3.645044750159954832e-04
2.400000000000000000e+01 2.216486459745573630e-05 1.009588839919033369e-04 8.623723561138351146e-01 1.375045201375756088e-01
2.500000000000000000e+01 9.920811972400221945e-01 7.753042898661564354e-03 1.211501102995574147e-04 4.460975101663536150e-05
2.600000000000000000e+01 9.985111298627449283e-01 1.466230909495656745e-03 3.871672241208934357e-06 1.876755551816108565e-05
2.700000000000000000e+01 2.252862969720434080e-02 9.330580909079858598e-01 4.382855973790600324e-02 5.847196569038412561e-04
2.800000000000000000e+01 9.774941243345568465e-01 2.186503140446072885e-02 6.132054246615431482e-04 2.763883632104239941e-05
2.900000000000000000e+01 1.354882110976964732e-02 9.462467350329990534e-01 4.015904024478790524e-02 4.540361244346453960e-05
3.000000000000000000e+01 5.920604936952254409e-05 6.914859717659879203e-03 9.903929652519734006e-01 2.632968980997146650e-03
3.100000000000000000e+01 5.632539183741716061e-03 9.839778173700005626e-01 1.024081047200549148e-02 1.488329742524201400e-04
3.200000000000000000e+01 9.968767335684327602e-01 2.455123231010361475e-03 4.451504238462771455e-04 2.229927767105376925e-04
3.300000000000000000e+01 2.338277595158926948e-06 1.671063063943120089e-03 9.247978482842769132e-01 7.352875037418478421e-02
3.400000000000000000e+01 4.145425048241005266e-03 9.884770465141422546e-01 6.354360431370712457e-03 1.023168006246156884e-03
3.500000000000000000e+01 2.806078126833709829e-01 7.189006185367070589e-01 3.165253070499478142e-04 1.750434728720132724e-04
3.600000000000000000e+01 2.025843759518682072e-06 1.507897921562027441e-04 9.708866123898740597e-01 2.896057197421032445e-02
3.700000000000000000e+01 1.131877406790720532e-05 3.069230251441808829e-03 9.948410490738667233e-01 2.078401900623714615e-03
3.800000000000000000e+01 9.469941901790825955e-01 4.872304630042136736e-02 4.119067300388172363e-03 1.636962201080192805e-04
3.900000000000000000e+01 4.293571477613586898e-06 3.700137439981223807e-03 9.830497366276567117e-01 1.324583236088440474e-02
4.000000000000000000e+01 9.069085159759810999e-01 9.269990936834854311e-02 2.276836656369246570e-04 1.638909900334156863e-04
4.100000000000000000e+01 9.734901894034518888e-01 2.635055331029821646e-02 1.474929688159639393e-04 1.176431743376358516e-05
4.200000000000000000e+01 4.000576192189494833e-03 9.769424679545347656e-01 1.789145659359597795e-02 1.165499259679951766e-03
4.300000000000000000e+01 9.734901894034518888e-01 2.635055331029821646e-02 1.474929688159639393e-04 1.176431743376358516e-05
4.400000000000000000e+01 9.129260132654931637e-01 6.758806055212272790e-02 1.924215459119281782e-02 2.437715911912202943e-04
4.500000000000000000e+01 9.309185872262548678e-01 6.762722860484163268e-02 4.043962088317598364e-04 1.049787960071708924e-03
4.600000000000000000e+01 3.377666811131386843e-07 1.251051201543368677e-04 9.994642587741843220e-01 4.102983389802597361e-04
4.700000000000000000e+01 2.764356802757333420e-01 7.211523539025820329e-01 2.291418448148277963e-03 1.205473735365201251e-04
4.800000000000000000e+01 8.495693296327571087e-01 1.477984054591283125e-01 2.309448945833013876e-03 3.228159622815101768e-04
4.900000000000000000e+01 9.989154360873001570e-01 1.060569367434538229e-03 5.385934976663488953e-07 2.345595176753246061e-05
5.000000000000000000e+01 1.879237799848744173e-01 8.047574100225203253e-01 7.283058102965461050e-03 3.575188963987139791e-05
5.100000000000000000e+01 9.717588373379539846e-01 2.813930764727205075e-02 5.227111914015287715e-05 4.958389563382095564e-05
5.200000000000000000e+01 1.879237799848744173e-01 8.047574100225203253e-01 7.283058102965461050e-03 3.575188963987139791e-05
5.300000000000000000e+01 9.717588373379539846e-01 2.813930764727205075e-02 5.227111914015287715e-05 4.958389563382095564e-05
5.400000000000000000e+01 1.705469775232867080e-01 8.071176242009922008e-01 2.166940431299113970e-02 6.659939627300651881e-04
5.500000000000000000e+01 2.224101522630815841e-01 7.753073152297071946e-01 1.967463728751305853e-03 3.150687784599524779e-04
5.600000000000000000e+01 1.783424733778584315e-04 1.394558264646650614e-01 8.577630447322867058e-01 2.602786329670446919e-03
5.700000000000000000e+01 9.453930318870008565e-01 5.444475092179245496e-02 1.309235619155113745e-04 3.129362929143102390e-05
5.800000000000000000e+01 1.708922809234207049e-05 3.489248534743931776e-03 9.795771632024894426e-01 1.691649903467436211e-02
5.900000000000000000e+01 1.125043642146008743e-01 8.841376392899169545e-01 1.376130310085053865e-04 3.220383464473709333e-03
6.000000000000000000e+01 9.619266124927779993e-01 3.728920694687754001e-02 2.535198859836241495e-04 5.306606743609717592e-04
6.100000000000000000e+01 9.699653595225350422e-01 2.990939887798388375e-02 4.088710077967003335e-05 8.435449870149264412e-05
6.200000000000000000e+01 9.289313751109999906e-01 3.012842940444605475e-02 4.016246396280998693e-02 7.777315217440053515e-04
6.300000000000000000e+01 9.978586788800555274e-01 2.051910881468629530e-03 1.379425862122312112e-05 7.561597985456936356e-05
6.400000000000000000e+01 9.254452247397768616e-01 6.893965813948021992e-02 5.361527519639789144e-03 2.535896011030290336e-04
6.500000000000000000e+01 9.991475737463414442e-01 7.857222204121707028e-04 4.965917164511637728e-06 6.173811608196458117e-05
6.600000000000000000e+01 9.977931248116206353e-01 2.140935660195848571e-03 1.299114701788013054e-05 5.294838116547491067e-05
